Date,High,Low,Open,Close,Volume,Adj Close
2018-08-24,216.89999389648438,215.11000061035156,216.60000610351562,216.16000366210938,18476400.0,210.76576232910156
2018-08-27,218.74000549316406,216.3300018310547,217.14999389648438,217.94000244140625,20525100.0,212.50131225585938
2018-08-28,220.5399932861328,218.9199981689453,219.00999450683594,219.6999969482422,22776800.0,214.2174072265625
2018-08-29,223.49000549316406,219.41000366210938,220.14999389648438,222.97999572753906,27254800.0,217.4155731201172
2018-08-30,228.25999450683594,222.39999389648438,223.25,225.02999877929688,48793800.0,219.41439819335938
2018-08-31,228.8699951171875,226.0,226.50999450683594,227.6300048828125,43340100.0,221.9495086669922
2018-09-04,229.17999267578125,226.6300048828125,228.41000366210938,228.36000061035156,27390100.0,222.6613006591797
2018-09-05,229.6699981689453,225.10000610351562,228.99000549316406,226.8699951171875,33333000.0,221.20851135253906
2018-09-06,227.35000610351562,221.3000030517578,226.22999572753906,223.10000610351562,34290000.0,217.53257751464844
2018-09-07,225.3699951171875,220.7100067138672,221.85000610351562,221.3000030517578,37619800.0,215.77749633789062
2018-09-10,221.85000610351562,216.47000122070312,220.9499969482422,218.3300018310547,39516500.0,212.881591796875
2018-09-11,224.3000030517578,216.55999755859375,218.00999450683594,223.85000610351562,35749000.0,218.26388549804688
2018-09-12,225.0,219.83999633789062,224.94000244140625,221.07000732421875,49278700.0,215.55323791503906
2018-09-13,228.35000610351562,222.57000732421875,223.52000427246094,226.41000366210938,41706400.0,220.7599639892578
2018-09-14,226.83999633789062,222.52000427246094,225.75,223.83999633789062,31999300.0,218.2541046142578
2018-09-17,222.9499969482422,217.27000427246094,222.14999389648438,217.8800048828125,37195100.0,212.44284057617188
2018-09-18,221.85000610351562,217.1199951171875,217.7899932861328,218.24000549316406,31571700.0,212.79385375976562
2018-09-19,219.6199951171875,215.3000030517578,218.5,218.3699951171875,27123800.0,212.9205780029297
2018-09-20,222.27999877929688,219.14999389648438,220.24000549316406,220.02999877929688,26608800.0,214.53919982910156
2018-09-21,221.36000061035156,217.2899932861328,220.77999877929688,217.66000366210938,96246700.0,212.22833251953125
2018-09-24,221.25999450683594,216.6300048828125,216.82000732421875,220.7899932861328,27693400.0,215.28021240234375
2018-09-25,222.82000732421875,219.6999969482422,219.75,222.19000244140625,24554400.0,216.64527893066406
2018-09-26,223.75,219.75999450683594,221.0,220.4199981689453,23984700.0,214.91943359375
2018-09-27,226.44000244140625,223.5399932861328,223.82000732421875,224.9499969482422,30181200.0,219.33639526367188
2018-09-28,225.83999633789062,224.02000427246094,224.7899932861328,225.74000549316406,22929400.0,220.106689453125
2018-10-01,229.4199981689453,226.35000610351562,227.9499969482422,227.25999450683594,23600800.0,221.5887451171875
2018-10-02,230.0,226.6300048828125,227.25,229.27999877929688,24788200.0,223.558349609375
2018-10-03,233.47000122070312,229.77999877929688,230.0500030517578,232.07000732421875,28654800.0,226.27871704101562
2018-10-04,232.35000610351562,226.72999572753906,230.77999877929688,227.99000549316406,32042000.0,222.300537109375
2018-10-05,228.41000366210938,220.5800018310547,227.9600067138672,224.2899932861328,33580500.0,218.69285583496094
2018-10-08,224.8000030517578,220.1999969482422,222.2100067138672,223.77000427246094,29663900.0,218.18588256835938
2018-10-09,227.27000427246094,222.25,223.63999938964844,226.8699951171875,26891000.0,221.20851135253906
2018-10-10,226.35000610351562,216.0500030517578,225.4600067138672,216.36000061035156,41990600.0,210.9607391357422
2018-10-11,219.5,212.32000732421875,214.52000427246094,214.4499969482422,53124400.0,209.0984344482422
2018-10-12,222.8800048828125,216.83999633789062,220.4199981689453,222.11000061035156,40337900.0,216.56727600097656
2018-10-15,221.8300018310547,217.27000427246094,221.16000366210938,217.36000061035156,30791000.0,211.935791015625
2018-10-16,222.99000549316406,216.75999450683594,218.92999267578125,222.14999389648438,29184000.0,216.60626220703125
2018-10-17,222.63999938964844,219.33999633789062,222.3000030517578,221.19000244140625,22885400.0,215.6702423095703
2018-10-18,219.74000549316406,213.0,217.86000061035156,216.02000427246094,32581300.0,210.6292266845703
2018-10-19,221.25999450683594,217.42999267578125,218.05999755859375,219.30999755859375,33078700.0,213.83712768554688
2018-10-22,223.36000061035156,218.94000244140625,219.7899932861328,220.64999389648438,28792100.0,215.14369201660156
2018-10-23,223.25,214.6999969482422,215.8300018310547,222.72999572753906,38767800.0,217.1717987060547
2018-10-24,224.22999572753906,214.5399932861328,222.60000610351562,215.08999633789062,40925500.0,209.7224578857422
2018-10-25,221.3800048828125,216.75,217.7100067138672,219.8000030517578,29855800.0,214.31492614746094
